"requestid","event","agency","language","type","numinterp","date","starttime","endtime","zip"
"IR-1","Community Forum","Mayoral Office","Spanish","Simultaneous","2","2017-07-11T00:00:00.000","7:00:00 PM","9:00:00 PM","10032"
"IR-2","Town Hall","Mayoral Office","French","Simultaneous","2","2017-07-12T00:00:00.000","7:00:00 PM","10:00:00 PM","10453"
"IR-2","Town Hall","Mayoral Office","Spanish","Simultaneous","2","2017-07-12T00:00:00.000","7:00:00 PM","10:00:00 PM","10453"
"IR-3","Partnership","Mayoral Office","Spanish","Simultaneous","2","2017-07-13T00:00:00.000","6:30:00 PM","9:30:00 PM","10035"
"IR-4","Partnership","Mayoral Office","Bengali","Simultaneous","2","2017-07-18T00:00:00.000","7:00:00 PM","9:00:00 PM","11373"
"IR-4","Partnership","Mayoral Office","Spanish","Simultaneous","2","2017-07-18T00:00:00.000","7:00:00 PM","9:00:00 PM","11373"
"IR-5","Town Hall","Mayoral Office","Spanish","Simultaneous","2","2017-07-19T00:00:00.000","6:30:00 PM","9:30:00 PM","11103"
"IR-6","Community Forum","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2017-07-27T00:00:00.000","7:00:00 PM","9:00:00 PM","11214"
"IR-7","Town Hall","Mayoral Office","Spanish","Simultaneous","2","2017-08-02T00:00:00.000","7:00:00 PM","10:00:00 PM","10026"
"IR-8","Partnership","Mayoral Office","Spanish","Consecutive","1","2017-08-10T00:00:00.000","9:00:00 AM","5:00:00 PM","10007"
"IR-9","Partnership","Mayoral Office","Spanish","Consecutive","1","2017-08-11T00:00:00.000","9:00:00 AM","5:00:00 PM","10007"
"IR-10","Mayor's Address","Mayoral Office","Spanish","Simultaneous","2","2017-08-13T00:00:00.000","6:00:00 PM","8:00:00 PM","10028"
"IR-11","Community Forum","Mayoral Office","Chinese - Cantonese","Simultaneous","2","2017-08-15T00:00:00.000","6:00:00 PM","8:00:00 PM","10009"
"IR-12","Partnership","Mayoral Office","Spanish","Simultaneous","8","2017-08-18T00:00:00.000","2:00:00 PM","4:00:00 PM","10007"
"IR-13","Town Hall","Mayoral Office","Chinese - Cantonese","Simultaneous","2","2017-08-24T00:00:00.000","7:00:00 PM","9:30:00 PM","11224"
"IR-13","Town Hall","Mayoral Office","Russian","Simultaneous","2","2017-08-24T00:00:00.000","7:00:00 PM","9:30:00 PM","11224"
"IR-14","Town Hall","Mayoral Office","Spanish","Simultaneous","2","2017-08-30T00:00:00.000","7:00:00 PM","9:30:00 PM","11206"
"IR-15","KYRF","Mayoral Office","Portuguese","Consecutive","1","2017-09-14T00:00:00.000","7:00:00 PM","9:30:00 PM","10017"
"IR-16","Town Hall","Mayoral Office","Chinese - Cantonese","Simultaneous","2","2017-09-15T00:00:00.000","7:00:00 PM","9:30:00 PM","11235"
"IR-16","Town Hall","Mayoral Office","Russian","Simultaneous","2","2017-09-15T00:00:00.000","7:00:00 PM","9:30:00 PM","11235"
"IR-16","Town Hall","Mayoral Office","Urdu","Simultaneous","1","2017-09-15T00:00:00.000","7:00:00 PM","9:30:00 PM","11235"
"IR-17","KYRF","Mayoral Office","French","Simultaneous","2","2017-09-18T00:00:00.000","5:30:00 PM","8:00:00 PM","10030"
"IR-17","KYRF","Mayoral Office","Spanish","Simultaneous","2","2017-09-18T00:00:00.000","5:30:00 PM","8:00:00 PM","10030"
"IR-18","KYRF","Mayoral Office","Spanish","Simultaneous","2","2017-09-19T00:00:00.000","5:30:00 PM","8:30:00 PM","10453"
"IR-19","Global Mayors Summit","Mayoral Office","French","Simultaneous","2","2017-09-20T00:00:00.000","9:00:00 AM","2:00:00 PM","10011"
"IR-19","Global Mayors Summit","Mayoral Office","German","Simultaneous","2","2017-09-20T00:00:00.000","9:00:00 AM","2:00:00 PM","10011"
"IR-19","Global Mayors Summit","Mayoral Office","Italian","Simultaneous","2","2017-09-20T00:00:00.000","9:00:00 AM","2:00:00 PM","10011"
"IR-19","Global Mayors Summit","Mayoral Office","Spanish","Simultaneous","2","2017-09-20T00:00:00.000","9:00:00 AM","2:00:00 PM","10011"
"IR-20","Hispanic Heritage Month Forum","Mayoral Office","Spanish","Simultaneous","2","2017-09-26T00:00:00.000","6:00:00 PM","8:00:00 PM","10040"
"IR-21","KYRF","Mayoral Office","Spanish","Simultaneous","2","2017-09-27T00:00:00.000","3:00:00 PM","5:00:00 PM","10029"
"IR-22","Town Hall","Mayoral Office","Chinese - Mandarin","Simultaneous","1","2017-09-28T00:00:00.000","7:00:00 PM","9:30:00 PM","10029"
"IR-22","Town Hall","Mayoral Office","Spanish","Simultaneous","2","2017-09-28T00:00:00.000","7:00:00 PM","9:30:00 PM","10029"
"IR-24","School Safety Parents Forum","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2017-10-02T00:00:00.000","10:00:00 AM","12:30:00 PM","10026"
"IR-24","School Safety Parents Forum","Mayoral Office","Spanish","Simultaneous","2","2017-10-02T00:00:00.000","10:00:00 AM","12:30:00 PM","10026"
"IR-25","Town Hall","Mayoral Office","Spanish","Simultaneous","2","2017-10-02T00:00:00.000","7:00:00 PM","9:30:00 PM","11207"
"IR-26","Town Hall","Mayoral Office","Spanish","Simultaneous","2","2017-10-04T00:00:00.000","7:00:00 PM","9:30:00 PM","10458"
"IR-27","Town Hall","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2017-10-12T00:00:00.000","7:00:00 PM","9:30:00 PM","10002"
"IR-27","Town Hall","Mayoral Office","Spanish","Simultaneous","2","2017-10-12T00:00:00.000","7:00:00 PM","9:30:00 PM","10002"
"IR-28","Town Hall","Mayoral Office","Spanish","Simultaneous","2","2017-10-16T00:00:00.000","7:00:00 PM","9:30:00 PM","11434"
"IR-29","Town Hall","Mayoral Office","Arabic","Simultaneous","1","2017-10-18T00:00:00.000","7:00:00 PM","9:30:00 PM","11201"
"IR-29","Town Hall","Mayoral Office","Spanish","Simultaneous","2","2017-10-18T00:00:00.000","7:00:00 PM","9:30:00 PM","11201"
"IR-30","KYRF","Mayoral Office","Arabic","Simultaneous","2","2017-10-21T00:00:00.000","4:00:00 PM","6:00:00 PM","10029"
"IR-30","KYRF","Mayoral Office","French","Simultaneous","2","2017-10-21T00:00:00.000","4:00:00 PM","6:00:00 PM","10029"
"IR-31","Community Meeting","Mayoral Office","Chinese - Mandarin","Simultaneous","1","2017-10-23T00:00:00.000","4:00:00 PM","6:00:00 PM","10013"
"IR-32","Town Hall","Mayoral Office","Spanish","Simultaneous","2","2017-10-24T00:00:00.000","7:00:00 PM","9:30:00 PM","11212"
"IR-33","Town Hall","Mayoral Office","Bengali","Simultaneous","2","2017-10-26T00:00:00.000","7:00:00 PM","9:30:00 PM","11215"
"IR-34","IDNYC Presentation","Mayoral Office","Chinese - Mandarin","Simultaneous","1","2017-11-01T00:00:00.000","11:30:00 AM","1:30:00 PM","10002"
"IR-35","Town Hall","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2017-11-02T00:00:00.000","7:00:00 PM","9:30:00 PM","11427"
"IR-35","Town Hall","Mayoral Office","Korean","Simultaneous","2","2017-11-02T00:00:00.000","7:00:00 PM","9:30:00 PM","11427"
"IR-35","Town Hall","Mayoral Office","Spanish","Simultaneous","2","2017-11-02T00:00:00.000","7:00:00 PM","9:30:00 PM","11427"
"IR-36","Town Hall","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2017-11-21T00:00:00.000","7:00:00 PM","9:30:00 PM","11355"
"IR-36","Town Hall","Mayoral Office","Korean","Simultaneous","2","2017-11-21T00:00:00.000","7:00:00 PM","9:30:00 PM","11355"
"IR-36","Town Hall","Mayoral Office","Spanish","Simultaneous","2","2017-11-21T00:00:00.000","7:00:00 PM","9:30:00 PM","11355"
"IR-37","Town Hall","Mayoral Office","Spanish","Simultaneous","2","2017-12-12T00:00:00.000","7:00:00 PM","9:30:00 PM","10314"
"IR-38","Town Hall","Mayoral Office","Arabic","Simultaneous","3","2017-12-14T00:00:00.000","7:00:00 PM","9:30:00 PM","11215"
"IR-38","Town Hall","Mayoral Office","Chinese - Cantonese","Simultaneous","3","2017-12-14T00:00:00.000","7:00:00 PM","9:30:00 PM","11215"
"IR-38","Town Hall","Mayoral Office","Chinese - Mandarin","Simultaneous","3","2017-12-14T00:00:00.000","7:00:00 PM","9:30:00 PM","11215"
"IR-39","Community Meeting","Mayoral Office","Dari","Simultaneous","2","2017-12-14T00:00:00.000","6:00:00 PM","8:00:00 PM","11367"
"IR-39","Community Meeting","Mayoral Office","Pushto","Simultaneous","2","2017-12-14T00:00:00.000","6:00:00 PM","8:00:00 PM","11367"
"IR-38","Town Hall","Mayoral Office","Spanish","Simultaneous","4","2017-12-14T00:00:00.000","7:00:00 PM","9:30:00 PM","11215"
"IR-40","Town Hall","Mayoral Office","Spanish","Simultaneous","2","2017-12-18T00:00:00.000","7:00:00 PM","9:30:00 PM","11385"
"IR-41","Town Hall","Mayoral Office","Haitian Creole","Simultaneous","2","2017-12-20T00:00:00.000","7:00:00 PM","9:30:00 PM","11201"
"IR-41","Town Hall","Mayoral Office","Spanish","Simultaneous","2","2017-12-20T00:00:00.000","7:00:00 PM","9:30:00 PM","11201"
"IR-43","Town Hall","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2018-01-11T00:00:00.000","7:00:00 PM","9:30:00 PM","10128"
"IR-42","Committee Meeting","Mayoral Office","Spanish","Simultaneous","2","2018-01-11T00:00:00.000","7:00:00 PM","9:30:00 PM","11231"
"IR-43","Town Hall","Mayoral Office","Spanish","Simultaneous","2","2018-01-11T00:00:00.000","7:00:00 PM","9:30:00 PM","10128"
"IR-44","Committee Meeting","Mayoral Office","Spanish","Simultaneous","2","2018-01-25T00:00:00.000","1:00:00 PM","3:00:00 PM","11231"
"IR-45","Know Your Rights Forum","Mayoral Office","Chinese - Cantonese","Consecutive","1","2018-02-01T00:00:00.000","2:30:00 PM","4:30:00 PM","11204"
"IR-46","Committee Meeting","Mayoral Office","Spanish","Consecutive","2","2018-02-01T00:00:00.000","1:00:00 PM","3:00:00 PM","11231"
"IR-47","Tenant Association Meeting","Mayoral Office","Chinese - Cantonese","Consecutive","1","2018-02-07T00:00:00.000","6:15:00 PM","8:15:00 PM","10002"
"IR-48","Tour/Panel","Mayoral Office","Chinese - Cantonese","Simultaneous","2","2018-02-07T00:00:00.000","5:00:00 PM","7:30:00 PM","10013"
"IR-48","Tour/Panel","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2018-02-07T00:00:00.000","5:00:00 PM","7:30:00 PM","10013"
"IR-49","Committee Meeting","Mayoral Office","Spanish","Consecutive","2","2018-02-08T00:00:00.000","1:00:00 PM","3:00:00 PM","11231"
"IR-50","Committee Meeting","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2018-02-10T00:00:00.000","2:00:00 PM","6:00:00 PM","11231"
"IR-50","Committee Meeting","Mayoral Office","Spanish","Simultaneous","2","2018-02-10T00:00:00.000","2:00:00 PM","6:00:00 PM","11231"
"IR-52","State of the City","Mayoral Office","Arabic","Simultaneous","2","2018-02-13T00:00:00.000","3:30:00 PM","8:30:00 PM","11226"
"IR-52","State of the City","Mayoral Office","Bengali","Simultaneous","2","2018-02-13T00:00:00.000","3:30:00 PM","8:30:00 PM","11226"
"IR-52","State of the City","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2018-02-13T00:00:00.000","3:30:00 PM","8:30:00 PM","11226"
"IR-52","State of the City","Mayoral Office","Haitian Creole","Simultaneous","2","2018-02-13T00:00:00.000","3:30:00 PM","8:30:00 PM","11226"
"IR-52","State of the City","Mayoral Office","Russian","Simultaneous","2","2018-02-13T00:00:00.000","3:30:00 PM","8:30:00 PM","11226"
"IR-51","Know Your Rights Forum","Mayoral Office","Spanish","Consecutive","1","2018-02-13T00:00:00.000","6:00:00 PM","8:00:00 PM","10023"
"IR-52","State of the City","Mayoral Office","Spanish","Simultaneous","2","2018-02-13T00:00:00.000","3:30:00 PM","8:30:00 PM","11226"
"IR-53","International Mother Language Day 2018","Mayoral Office","Bengali","Simultaneous","2","2018-02-21T00:00:00.000","7:00:00 PM","9:00:00 PM","11104"
"IR-53","International Mother Language Day 2018","Mayoral Office","Spanish","Simultaneous","2","2018-02-21T00:00:00.000","7:00:00 PM","9:00:00 PM","11104"
"IR-54","Know Your Rights Forum","Mayoral Office","Spanish","Consecutive","2","2018-02-26T00:00:00.000","9:00:00 AM","1:00:00 PM","11104"
"IR-55","Know Your Rights Forum","Mayoral Office","Chinese - Mandarin","Consecutive","1","2018-03-03T00:00:00.000","1:00:00 PM","3:00:00 PM","10002"
"IR-56","Know Your Rights Forum","Mayoral Office","Chinese - Mandarin","Consecutive","1","2018-03-12T00:00:00.000","6:30:00 PM","8:30:00 PM","11354"
"IR-57","Queens High School for Language Studies","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2018-03-14T00:00:00.000","6:00:00 PM","8:00:00 PM","11354"
"IR-57","Queens High School for Language Studies","Mayoral Office","Spanish","Simultaneous","2","2018-03-14T00:00:00.000","6:00:00 PM","8:00:00 PM","11354"
"IR-58","Know Your Rights Forum","Mayoral Office","Spanish","Consecutive","1","2018-03-20T00:00:00.000","10:30:00 AM","12:30:00 PM","11101"
"IR-59","TPS Forum","Mayoral Office","French","Simultaneous","2","2018-03-22T00:00:00.000","6:00:00 PM","8:00:00 PM","10030"
"IR-59","TPS Forum","Mayoral Office","Spanish","Simultaneous","2","2018-03-22T00:00:00.000","6:00:00 PM","8:00:00 PM","10030"
"IR-60","Committee Meeting","Mayoral Office","Spanish","Simultaneous","2","2018-03-23T00:00:00.000","1:00:00 PM","3:00:00 PM","11231"
"IR-61","Town Hall","Mayoral Office","Bengali","Simultaneous","2","2018-03-28T00:00:00.000","5:30:00 PM","9:00:00 PM","11372"
"IR-61","Town Hall","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2018-03-28T00:00:00.000","5:30:00 PM","9:00:00 PM","11372"
"IR-61","Town Hall","Mayoral Office","Nepali","Simultaneous","2","2018-03-28T00:00:00.000","5:30:00 PM","9:00:00 PM","11372"
"IR-61","Town Hall","Mayoral Office","Spanish","Simultaneous","3","2018-03-28T00:00:00.000","5:30:00 PM","9:00:00 PM","11372"
"IR-62","Know Your Rights Forum","Mayoral Office","Spanish","Consecutive","1","2018-04-06T00:00:00.000","6:00:00 PM","8:00:00 PM","10304"
"IR-63","Community Meeting","Mayoral Office","Spanish","Simultaneous","2","2018-04-09T00:00:00.000","6:00:00 PM","8:15:00 PM","11372"
"IR-64","People's Theatre Project","Mayoral Office","Spanish","Simultaneous","2","2018-04-16T00:00:00.000","6:00:00 PM","8:00:00 PM","10007"
"IR-65","Town Hall","Mayoral Office","French","Simultaneous","2","2018-04-18T00:00:00.000","5:30:00 PM","9:00:00 PM","10451"
"IR-65","Town Hall","Mayoral Office","Spanish","Simultaneous","3","2018-04-18T00:00:00.000","5:30:00 PM","9:00:00 PM","10451"
"IR-66","Dinner","Mayoral Office","Spanish","Simultaneous","2","2018-04-19T00:00:00.000","6:00:00 PM","8:00:00 PM","10007"
"IR-67","Public Meeting","Mayoral Office","Spanish","Simultaneous","2","2018-04-19T00:00:00.000","10:30:00 AM","12:30:00 PM","10013"
"IR-68","KYR Recognition Event","Mayoral Office","Spanish","Simultaneous","2","2018-04-20T00:00:00.000","6:00:00 PM","8:00:00 PM","11201"
"IR-70","Immigrant Resource Fair","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2018-04-21T00:00:00.000","10:30:00 AM","3:00:00 PM","11355"
"IR-70","Immigrant Resource Fair","Mayoral Office","Korean","Simultaneous","2","2018-04-21T00:00:00.000","10:30:00 AM","3:00:00 PM","11355"
"IR-69","Community Health Discussion","Mayoral Office","Spanish","Simultaneous","2","2018-04-21T00:00:00.000","11:30:00 AM","4:00:00 PM","10034"
"IR-70","Immigrant Resource Fair","Mayoral Office","Spanish","Simultaneous","2","2018-04-21T00:00:00.000","10:30:00 AM","3:00:00 PM","11355"
"IR-71","Garifuna and Central American Town Hall","Mayoral Office","Spanish","Simultaneous","6","2018-04-21T00:00:00.000","5:00:00 PM","9:00:00 PM","10451"
"IR-72","Know Your Rights Forum","Mayoral Office","Spanish","Consecutive","1","2018-04-24T00:00:00.000","7:45:00 PM","9:45:00 PM","11101"
"IR-73","No More Silence","Mayoral Office","Spanish","Simultaneous","2","2018-04-25T00:00:00.000","5:30:00 PM","8:00:00 PM","10028"
"IR-74","NYC Charter Revision Commission","Mayoral Office","Spanish","Simultaneous","2","2018-04-25T00:00:00.000","6:30:00 PM","10:30:00 PM","10301"
"IR-75","Affordable Housing Workshop","Mayoral Office","Spanish","Simultaneous","2","2018-04-26T00:00:00.000","5:30:00 PM","8:00:00 PM","10002"
"IR-76","Community Town Hall","Mayoral Office","Spanish","Simultaneous","2","2018-04-28T00:00:00.000","10:00:00 AM","2:00:00 PM","10035"
"IR-77","Welcoming Through Wellness","Mayoral Office","Spanish","Simultaneous","2","2018-05-02T00:00:00.000","5:30:00 PM","8:00:00 PM","10033"
"IR-78","Forum","Mayoral Office","Spanish","Simultaneous","2","2018-05-03T00:00:00.000","5:30:00 PM","8:00:00 PM","10040"
"IR-79","Know Your Rights Forum","Mayoral Office","Spanish","Consecutive","1","2018-05-08T00:00:00.000","2:00:00 PM","4:00:00 PM","11232"
"IR-80","Second Annual African Forum and Resource Fair","Mayoral Office","French","Simultaneous","2","2018-05-10T00:00:00.000","5:30:00 PM","8:30:00 PM","11354"
"IR-80","Second Annual African Forum and Resource Fair","Mayoral Office","Spanish","Simultaneous","2","2018-05-10T00:00:00.000","5:30:00 PM","8:30:00 PM","11354"
"IR-81","Know Your Rights Forum","Mayoral Office","Chinese - Mandarin","Consecutive","1","2018-05-20T00:00:00.000","1:45:00 PM","3:45:00 PM","10002"
"IR-83","Know Your Rights Forum","Mayoral Office","Spanish","Consecutive","1","2018-05-25T00:00:00.000","6:00:00 PM","8:00:00 PM","10029"
"IR-82","Town Hall","Mayoral Office","Haitian Creole","Simultaneous","2","2018-05-30T00:00:00.000","5:30:00 PM","9:00:00 PM","11226"
"IR-82","Town Hall","Mayoral Office","Spanish","Simultaneous","2","2018-05-30T00:00:00.000","5:30:00 PM","9:00:00 PM","11226"
"IR-84","Know Your Rights Forum","Mayoral Office","Spanish","Consecutive","1","2018-05-31T00:00:00.000","10:00:00 AM","12:00:00 PM","11354"
"IR-85","Know Your Rights Forum","Mayoral Office","Nepali","Consecutive","1","2018-06-06T00:00:00.000","5:00:00 PM","7:00:00 PM","11377"
"IR-86","Know Your Rights Forum","Mayoral Office","Spanish","Consecutive","1","2018-06-16T00:00:00.000","10:00:00 AM","12:00:00 PM","11418"
"IR-87","WeAct Town Hall","Mayoral Office","Spanish","Simultaneous","2","2018-06-16T00:00:00.000","10:00:00 AM","1:00:00 PM","10035"
"IR-88","Mayor's Action Plan Info Session #3","Mayoral Office","Chinese - Mandarin","Consecutive","1","2018-06-19T00:00:00.000","6:30:00 PM","8:30:00 PM","11201"
"IR-89","Bangladeshi Women's Rights Forum","Mayoral Office","Bengali","Simultaneous","2","2018-06-21T00:00:00.000","10:00:00 AM","2:00:00 PM","10461"
"IR-90","Mayoral Town Hall","Mayoral Office","Spanish","Simultaneous","2","2018-06-27T00:00:00.000","6:30:00 PM","9:30:00 PM","10023"
"IR-91","MOIA-DFTA Senior Housing Workshop","Mayoral Office","Chinese - Cantonese","Simultaneous","2","2018-07-11T00:00:00.000","9:30:00 AM","11:30:00 AM","10013"
"IR-91","MOIA-DFTA Senior Housing Workshop","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2018-07-11T00:00:00.000","9:30:00 AM","11:30:00 AM","10013"
"IR-92","City Hall in Your Borough","Mayoral Office","Spanish","Consecutive","2","2018-07-24T00:00:00.000","8:30:00 AM","1:00:00 PM","10301"
"IR-93","Town Hall","Mayoral Office","Spanish","Simultaneous","2","2018-07-25T00:00:00.000","6:00:00 PM","9:00:00 PM","10301"
