"month","monthyear","reported","closed","outstanding","commercial_reported","commercial_closed","commercial_outstanding","total_reported","total_closed","total_outstanding"
"2020-10-01T00:00:00.000","October 2020","1777","2096","6382","317","315","1155","2094","2411","7537"
"2020-03-01T00:00:00.000","March 2020","1508","2978","5048","163","305","1027","1671","3283","6075"
"2019-10-01T00:00:00.000","October 2019","1936","2546","8291","335","359","1429","2271","2905","9720"
"2020-07-01T00:00:00.000","July 2020","2530","2073","6032","807","773","1204","3337","2846","7236"
"2019-03-01T00:00:00.000","March 2019","1618","1889","6782","230","199","1352","1848","2088","8134"
"2021-04-01T00:00:00.000","April 2021","2737","1794","7036","384","298","1230","3121","2092","8266"
"2018-02-01T00:00:00.000","February 2018","1524","1513","6368","204","170","1215","1728","1683","7583"
"2019-06-01T00:00:00.000","June 2019","2245","3329","6868","230","385","1329","2475","3714","8197"
"2019-07-01T00:00:00.000","July 2019","2962","1954","7876","296","228","1397","3258","2182","9273"
"2017-04-01T00:00:00.000","April 2017","2213","1829","8358","262","228","1333","2475","2057","9691"
"2021-05-01T00:00:00.000","May 2021","2975","2257","7754","320","301","1249","3295","2558","9003"
"2021-10-01T00:00:00.000","October 2021","1897","2314","7026","213","241","1233","2110","2555","8259"
"2021-12-01T00:00:00.000","December 2021","1215","1587","6457","145","172","1186","1360","1759","7643"
"2018-11-01T00:00:00.000","November 2018","1121","1520","7427","141","178","1404","1262","1698","8831"
"2022-01-01T00:00:00.000","January 2022","1520","1562","6415","146","163","1169","1666","1725","7584"
"2021-11-01T00:00:00.000","November 2021","1537","1734","6829","174","194","1213","1711","1928","8042"
"2017-03-01T00:00:00.000","March 2017","2380","2404","7974","241","294","1299","2621","2698","9273"
"2019-12-01T00:00:00.000","December 2019","1109","1076","8044","155","147","1408","1264","1223","9452"
"2005-11-01T00:00:00.000","November 2005","1","0","11","0","0","0","1","0","11"
"2020-08-01T00:00:00.000","August 2020","2534","2301","6265","579","632","1151","3113","2933","7416"
"2021-08-01T00:00:00.000","August 2021","2794","2398","7781","280","270","1266","3074","2668","9047"
"2020-11-01T00:00:00.000","November 2020","1618","2122","5878","253","283","1125","1871","2405","7003"
"2021-03-01T00:00:00.000","March 2021","2377","1771","6093","370","301","1144","2747","2072","7237"
"2019-01-01T00:00:00.000","January 2019","1599","1609","6451","153","189","1262","1752","1798","7713"
"2018-09-01T00:00:00.000","September 2018","2435","1870","8157","302","198","1494","2737","2068","9651"
"2018-04-01T00:00:00.000","April 2018","1971","2083","6109","249","270","1165","2220","2353","7274"
"2004-11-01T00:00:00.000","November 2004","1","0","10","0","0","0","1","0","10"
"2021-02-01T00:00:00.000","February 2021","1675","1455","5487","243","264","1075","1918","1719","6562"
"2019-02-01T00:00:00.000","February 2019","1969","1367","7053","201","142","1321","2170","1509","8374"
"2022-06-01T00:00:00.000","June 2022","2600","2354","8485","284","280","1328","2884","2634","9813"
"2019-11-01T00:00:00.000","November 2019","1313","1593","8011","179","208","1400","1492","1801","9411"
"2017-11-01T00:00:00.000","November 2017","1049","1767","7374","151","268","1287","1200","2035","8661"
"2018-10-01T00:00:00.000","October 2018","1950","2281","7826","181","234","1441","2131","2515","9267"
"2018-07-01T00:00:00.000","July 2018","2822","1553","6986","385","178","1354","3207","1731","8340"
"2022-04-01T00:00:00.000","April 2022","2515","1966","7467","242","173","1251","2757","2139","8718"
"2020-02-01T00:00:00.000","February 2020","1387","1768","6518","187","307","1169","1574","2075","7687"
"2020-06-01T00:00:00.000","June 2020","2283","2111","5575","503","383","1170","2786","2494","6745"
"2019-05-01T00:00:00.000","May 2019","2601","2265","7952","281","253","1484","2882","2518","9436"
"2022-07-01T00:00:00.000","July 2022","2597","2828","8254","232","305","1255","2829","3133","9509"
"2020-12-01T00:00:00.000","December 2020","1353","1710","5521","322","304","1143","1675","2014","6664"
"2021-09-01T00:00:00.000","September 2021","2200","2538","7443","217","222","1261","2417","2760","8704"
"2021-01-01T00:00:00.000","January 2021","1730","1984","5267","338","385","1096","2068","2369","6363"
"2017-09-01T00:00:00.000","September 2017","2007","2093","9206","265","217","1555","2272","2310","10761"
"2022-08-01T00:00:00.000","August 2022","1265","1384","8135","140","137","1258","1405","1521","9393"
"1999-12-01T00:00:00.000","December 1999","5","0","8","0","0","0","5","0","8"
"2015-06-01T00:00:00.000","June 2015","3340","3651","14160","324","301","1711","3664","3952","15871"
"2013-07-01T00:00:00.000","July 2013","1829","4288","14632","170","393","1428","1999","4681","16060"
"2008-12-01T00:00:00.000","December 2008","245","406","2495","27","45","273","272","451","2768"
"2012-04-01T00:00:00.000","April 2012","2755","1630","9436","197","139","944","2952","1769","10380"
"2011-02-01T00:00:00.000","February 2011","1140","862","5723","98","95","632","1238","957","6355"
"2014-07-01T00:00:00.000","July 2014","2101","2637","12174","200","177","1401","2301","2814","13575"
"2008-07-01T00:00:00.000","July 2008","815","582","3104","88","58","299","903","640","3403"
"2015-05-01T00:00:00.000","May 2015","3089","2158","14471","297","202","1688","3386","2360","16159"
"2018-03-01T00:00:00.000","March 2018","1739","1886","6221","191","220","1186","1930","2106","7407"
"2011-07-01T00:00:00.000","July 2011","2358","1464","6171","192","130","685","2550","1594","6856"
"2007-06-01T00:00:00.000","June 2007","1079","816","1054","72","62","72","1151","878","1126"
"2020-01-01T00:00:00.000","January 2020","1488","2633","6899","171","290","1289","1659","2923","8188"
"2019-09-01T00:00:00.000","September 2019","2259","1885","8901","260","250","1453","2519","2135","10354"
"2019-04-01T00:00:00.000","April 2019","2317","1483","7616","278","174","1456","2595","1657","9072"
"2016-04-01T00:00:00.000","April 2016","2191","2240","9945","220","259","1500","2411","2499","11445"
"2006-01-01T00:00:00.000","January 2006","229","3","237","27","0","27","256","3","264"
"2010-04-01T00:00:00.000","April 2010","2382","1240","10373","239","90","1040","2621","1330","11413"
"2015-09-01T00:00:00.000","September 2015","2250","2573","13208","185","226","1745","2435","2799","14953"
"2019-08-01T00:00:00.000","August 2019","2734","2083","8527","298","252","1443","3032","2335","9970"
"2007-02-01T00:00:00.000","February 2007","572","517","537","44","47","50","616","564","587"
"2017-05-01T00:00:00.000","May 2017","2546","1914","8990","348","241","1440","2894","2155","10430"
"2007-05-01T00:00:00.000","May 2007","1011","785","791","86","84","62","1097","869","853"
"2014-02-01T00:00:00.000","February 2014","2126","2200","11844","154","166","1176","2280","2366","13020"
"2008-09-01T00:00:00.000","September 2008","679","448","3863","68","26","365","747","474","4228"
"2013-12-01T00:00:00.000","December 2013","1269","1818","12359","139","146","1231","1408","1964","13590"
"2006-11-01T00:00:00.000","November 2006","410","1230","760","63","120","89","473","1350","849"
"2012-12-01T00:00:00.000","December 2012","1150","2819","12996","98","169","1293","1248","2988","14289"
"2017-07-01T00:00:00.000","July 2017","2158","2193","9146","380","267","1533","2538","2460","10679"
"2021-06-01T00:00:00.000","June 2021","2708","2384","8078","342","303","1288","3050","2687","9366"
"2020-04-01T00:00:00.000","April 2020","1279","1149","5178","188","124","1091","1467","1273","6269"
"2016-10-01T00:00:00.000","October 2016","2001","3203","10326","235","363","1536","2236","3566","11862"
"2018-08-01T00:00:00.000","August 2018","2716","2110","7592","270","234","1390","2986","2344","8982"
"2012-02-01T00:00:00.000","February 2012","2193","1721","7254","171","152","726","2364","1873","7980"
"2012-07-01T00:00:00.000","July 2012","3813","2172","11641","225","134","1029","4038","2306","12670"
"2008-04-01T00:00:00.000","April 2008","650","202","1562","81","20","162","731","222","1724"
"2018-05-01T00:00:00.000","May 2018","2842","2220","6731","386","306","1245","3228","2526","7976"
"2015-12-01T00:00:00.000","December 2015","1090","2231","10951","129","224","1658","1219","2455","12609"
"2001-08-01T00:00:00.000","August 2001","1","0","9","0","0","0","1","0","9"
"2008-06-01T00:00:00.000","June 2008","988","309","2871","79","22","269","1067","331","3140"
"2020-09-01T00:00:00.000","September 2020","2520","2084","6701","387","385","1153","2907","2469","7854"
"2012-11-01T00:00:00.000","November 2012","1987","2972","14665","137","149","1364","2124","3121","16029"
"2018-12-01T00:00:00.000","December 2018","999","1965","6461","114","220","1298","1113","2185","7759"
"2022-05-01T00:00:00.000","May 2022","2861","2089","8239","305","232","1324","3166","2321","9563"
"2008-08-01T00:00:00.000","August 2008","842","314","3632","68","44","323","910","358","3955"
"2021-07-01T00:00:00.000","July 2021","2679","3372","7385","302","334","1256","2981","3706","8641"
"2015-08-01T00:00:00.000","August 2015","2719","2439","13531","263","192","1786","2982","2631","15317"
"2006-12-01T00:00:00.000","December 2006","274","609","425","40","82","47","314","691","472"
"2010-07-01T00:00:00.000","July 2010","2498","1637","11780","221","160","1172","2719","1797","12952"
"2022-03-01T00:00:00.000","March 2022","1929","1617","6918","194","163","1182","2123","1780","8100"
"2014-06-01T00:00:00.000","June 2014","2747","3427","12710","234","244","1378","2981","3671","14088"
"2011-01-01T00:00:00.000","January 2011","1073","1114","5445","119","112","629","1192","1226","6074"
"1970-01-01T00:00:00.000","January 1970","4","1","3","0","0","0","4","1","3"
"2017-02-01T00:00:00.000","February 2017","1771","2047","7998","212","234","1352","1983","2281","9350"
"2020-05-01T00:00:00.000","May 2020","1696","1471","5403","345","386","1050","2041","1857","6453"
"2014-05-01T00:00:00.000","May 2014","2088","2036","13390","157","159","1388","2245","2195","14778"
"2014-08-01T00:00:00.000","August 2014","2483","1578","13079","197","113","1485","2680","1691","14564"
"2017-10-01T00:00:00.000","October 2017","1720","2834","8092","228","379","1404","1948","3213","9496"
"2016-08-01T00:00:00.000","August 2016","3614","3038","12472","397","365","1794","4011","3403","14266"
"2017-08-01T00:00:00.000","August 2017","2580","2434","9292","283","309","1507","2863","2743","10799"
"2012-01-01T00:00:00.000","January 2012","1880","1626","6782","148","152","707","2028","1778","7489"
"2018-06-01T00:00:00.000","June 2018","2699","3713","5717","324","422","1147","3023","4135","6864"
"2016-05-01T00:00:00.000","May 2016","2335","2054","10226","292","210","1582","2627","2264","11808"
"2007-08-01T00:00:00.000","August 2007","644","926","992","75","95","92","719","1021","1084"
"2016-06-01T00:00:00.000","June 2016","3861","1982","12105","360","213","1729","4221","2195","13834"
"2014-12-01T00:00:00.000","December 2014","1221","1742","9340","134","141","1262","1355","1883","10602"
"2009-04-01T00:00:00.000","April 2009","982","182","4193","112","18","492","1094","200","4685"
"2014-09-01T00:00:00.000","September 2014","2192","3539","11732","182","282","1385","2374","3821","13117"
"2010-10-01T00:00:00.000","October 2010","1464","1709","6817","142","137","787","1606","1846","7604"
"2022-02-01T00:00:00.000","February 2022","1420","1229","6606","134","152","1151","1554","1381","7757"
"2017-12-01T00:00:00.000","December 2017","755","1301","6828","82","148","1221","837","1449","8049"
"2018-01-01T00:00:00.000","January 2018","1127","1598","6357","154","194","1181","1281","1792","7538"
"2017-06-01T00:00:00.000","June 2017","2190","1999","9181","240","260","1420","2430","2259","10601"
"2011-04-01T00:00:00.000","April 2011","1415","1388","4311","133","108","492","1548","1496","4803"
"2006-03-01T00:00:00.000","March 2006","745","166","1169","58","19","88","803","185","1257"
"2010-05-01T00:00:00.000","May 2010","1837","2091","10119","171","167","1044","2008","2258","11163"
"2007-07-01T00:00:00.000","July 2007","1057","837","1274","102","62","112","1159","899","1386"
"2011-12-01T00:00:00.000","December 2011","926","1431","6528","94","143","711","1020","1574","7239"
"2010-08-01T00:00:00.000","August 2010","2748","3269","11259","301","268","1205","3049","3537","12464"
"2016-02-01T00:00:00.000","February 2016","1611","1925","10493","167","189","1604","1778","2114","12097"
"2016-03-01T00:00:00.000","March 2016","2049","2548","9994","192","257","1539","2241","2805","11533"
"2009-08-01T00:00:00.000","August 2009","1154","258","7334","126","34","832","1280","292","8166"
"2010-12-01T00:00:00.000","December 2010","815","1467","5486","99","214","622","914","1681","6108"
"2011-08-01T00:00:00.000","August 2011","2587","2270","6488","195","186","694","2782","2456","7182"
"2012-10-01T00:00:00.000","October 2012","4499","3255","15650","305","203","1376","4804","3458","17026"
"2013-11-01T00:00:00.000","November 2013","1703","1078","12908","143","104","1238","1846","1182","14146"
"2006-09-01T00:00:00.000","September 2006","693","540","3468","48","54","303","741","594","3771"
"2012-03-01T00:00:00.000","March 2012","2876","1819","8311","274","114","886","3150","1933","9197"
"2009-06-01T00:00:00.000","June 2009","1190","387","5684","123","38","664","1313","425","6348"
"2006-10-01T00:00:00.000","October 2006","648","2536","1580","75","232","146","723","2768","1726"
"2007-09-01T00:00:00.000","September 2007","517","1231","278","49","118","23","566","1349","301"
"2008-11-01T00:00:00.000","November 2008","252","416","2656","42","56","291","294","472","2947"
"2013-10-01T00:00:00.000","October 2013","2446","2176","12283","191","167","1199","2637","2343","13482"
"2011-11-01T00:00:00.000","November 2011","1613","1708","7033","142","117","760","1755","1825","7793"
"2006-05-01T00:00:00.000","May 2006","801","273","2044","81","32","166","882","305","2210"
"2012-06-01T00:00:00.000","June 2012","2996","3015","10000","198","195","938","3194","3210","10938"
"2012-08-01T00:00:00.000","August 2012","4538","2525","13654","357","153","1233","4895","2678","14887"
"2013-02-01T00:00:00.000","February 2013","1987","1739","12666","134","119","1245","2121","1858","13911"
"2007-03-01T00:00:00.000","March 2007","795","868","464","66","73","43","861","941","507"
"2007-11-01T00:00:00.000","November 2007","331","306","279","34","34","27","365","340","306"
"2008-05-01T00:00:00.000","May 2008","837","207","2192","74","24","212","911","231","2404"
"2007-10-01T00:00:00.000","October 2007","494","518","254","51","47","27","545","565","281"
"2017-01-01T00:00:00.000","January 2017","1911","2259","8274","223","279","1374","2134","2538","9648"
"2007-01-01T00:00:00.000","January 2007","575","518","482","65","59","53","640","577","535"
"2009-03-01T00:00:00.000","March 2009","707","207","3393","74","28","398","781","235","3791"
"2010-02-01T00:00:00.000","February 2010","1550","171","9867","147","26","1077","1697","197","10944"
"2015-03-01T00:00:00.000","March 2015","3021","2066","10918","264","189","1382","3285","2255","12300"
"2014-10-01T00:00:00.000","October 2014","1624","2848","10508","164","242","1307","1788","3090","11815"
"2006-07-01T00:00:00.000","July 2006","780","449","2908","92","48","271","872","497","3179"
"2010-09-01T00:00:00.000","September 2010","1693","5890","7062","191","614","782","1884","6504","7844"
"2009-05-01T00:00:00.000","May 2009","1036","348","4881","117","30","579","1153","378","5460"
"2012-05-01T00:00:00.000","May 2012","3399","2816","10019","193","202","935","3592","3018","10954"
"2009-11-01T00:00:00.000","November 2009","555","1434","7293","76","163","843","631","1597","8136"
"2016-01-01T00:00:00.000","January 2016","1405","1549","10807","111","143","1626","1516","1692","12433"
"2009-10-01T00:00:00.000","October 2009","728","370","8172","87","50","930","815","420","9102"
"2010-03-01T00:00:00.000","March 2010","2141","2777","9231","168","354","891","2309","3131","10122"
"2015-04-01T00:00:00.000","April 2015","4352","1730","13540","373","162","1593","4725","1892","15133"
"2015-10-01T00:00:00.000","October 2015","1822","2816","12214","187","229","1703","2009","3045","13917"
"2008-10-01T00:00:00.000","October 2008","379","1422","2820","54","114","305","433","1536","3125"
"2006-04-01T00:00:00.000","April 2006","597","250","1516","67","38","117","664","288","1633"
"2010-06-01T00:00:00.000","June 2010","2170","1370","10919","205","138","1111","2375","1508","12030"
"2016-12-01T00:00:00.000","December 2016","1530","2127","8622","197","222","1430","1727","2349","10052"
"2013-05-01T00:00:00.000","May 2013","3114","1045","16342","259","86","1587","3373","1131","17929"
"2015-07-01T00:00:00.000","July 2015","2842","3751","13251","299","295","1715","3141","4046","14966"
"2010-11-01T00:00:00.000","November 2010","1066","1745","6138","114","164","737","1180","1909","6875"
"2013-09-01T00:00:00.000","September 2013","2042","2927","12013","150","279","1175","2192","3206","13188"
"2013-08-01T00:00:00.000","August 2013","2427","4161","12898","222","346","1304","2649","4507","14202"
"2014-04-01T00:00:00.000","April 2014","2966","1588","13338","281","110","1390","3247","1698","14728"
"2014-11-01T00:00:00.000","November 2014","1305","1952","9861","166","204","1269","1471","2156","11130"
"2016-09-01T00:00:00.000","September 2016","2144","3088","11528","234","364","1664","2378","3452","13192"
"2009-09-01T00:00:00.000","September 2009","890","410","7814","138","77","893","1028","487","8707"
"2006-02-01T00:00:00.000","February 2006","447","94","590","33","11","49","480","105","639"
"2010-01-01T00:00:00.000","January 2010","888","146","8488","74","11","956","962","157","9444"
"2008-03-01T00:00:00.000","March 2008","512","169","1114","46","15","101","558","184","1215"
"2015-02-01T00:00:00.000","February 2015","2176","1581","9963","178","117","1307","2354","1698","11270"
"2011-10-01T00:00:00.000","October 2011","2126","1782","7128","142","124","735","2268","1906","7863"
"2012-09-01T00:00:00.000","September 2012","3663","2911","14406","220","179","1274","3883","3090","15680"
"2011-09-01T00:00:00.000","September 2011","2117","1821","6784","167","144","717","2284","1965","7501"
"2009-02-01T00:00:00.000","February 2009","470","260","2893","67","25","352","537","285","3245"
"2011-06-01T00:00:00.000","June 2011","2138","1912","5277","197","163","623","2335","2075","5900"
"2014-01-01T00:00:00.000","January 2014","2405","2846","11918","164","207","1188","2569","3053","13106"
"2007-12-01T00:00:00.000","December 2007","311","193","397","38","16","49","349","209","446"
"2009-12-01T00:00:00.000","December 2009","698","245","7746","75","25","893","773","270","8639"
"2007-04-01T00:00:00.000","April 2007","706","605","565","68","51","60","774","656","625"
"2013-03-01T00:00:00.000","March 2013","1759","1978","12447","141","115","1271","1900","2093","13718"
"2006-06-01T00:00:00.000","June 2006","838","305","2577","89","28","227","927","333","2804"
"2015-11-01T00:00:00.000","November 2015","1222","1344","12092","162","112","1753","1384","1456","13845"
"2014-03-01T00:00:00.000","March 2014","2615","2499","11960","220","177","1219","2835","2676","13179"
"2009-07-01T00:00:00.000","July 2009","1090","336","6438","127","51","740","1217","387","7178"
"2016-11-01T00:00:00.000","November 2016","1813","2920","9219","232","313","1455","2045","3233","10674"
"2011-03-01T00:00:00.000","March 2011","1816","3255","4284","141","306","467","1957","3561","4751"
"2013-01-01T00:00:00.000","January 2013","2252","2830","12418","138","201","1230","2390","3031","13648"
"2008-02-01T00:00:00.000","February 2008","478","137","771","38","20","70","516","157","841"
"2016-07-01T00:00:00.000","July 2016","2855","3064","11896","313","280","1762","3168","3344","13658"
"2006-08-01T00:00:00.000","August 2006","831","424","3315","93","55","309","924","479","3624"
"2013-04-01T00:00:00.000","April 2013","3233","1407","14273","243","100","1414","3476","1507","15687"
"2008-01-01T00:00:00.000","January 2008","419","386","430","52","49","52","471","435","482"
"2013-06-01T00:00:00.000","June 2013","2006","1257","17091","170","106","1651","2176","1363","18742"
"2015-01-01T00:00:00.000","January 2015","1321","1293","9368","126","142","1246","1447","1435","10614"
"2011-05-01T00:00:00.000","May 2011","1909","1169","5051","196","99","589","2105","1268","5640"
"2009-01-01T00:00:00.000","January 2009","400","212","2683","66","29","310","466","241","2993"
