"modzcta_first","neighborhood_name","label","lat","lon","num_peop_test","num_peop_pos","percent_positive","test_rate","point"
"10464","City Island","10464","40.872311","-73.804653","1432","396","0.277","33415.82","POINT (-73.804653 40.872311)"
"11367","Kew Gardens Hills/Pomonok","11367","40.730383","-73.826297","17495","7785","0.445","43010.58","POINT (-73.826297 40.730383)"
"11214","Bath Beach/Bensonhurst/Gravesend","11214","40.598729","-73.99621","36434","15311","0.42","39254.786","POINT (-73.99621 40.598729)"
"10001","Chelsea/NoMad/West Chelsea","10001, 10118","40.750693","-73.997137","11929","3787","0.317","43200.527","POINT (-73.997137 40.750693)"
"11109","Long Island City","11109","40.746211","-73.956999","2235","426","0.191","38783.526","POINT (-73.956999 40.746211)"
"11435","Briarwood/Jamaica","11435","40.701291","-73.809618","18256","7395","0.405","31252.225","POINT (-73.809618 40.701291)"
"11229","Gerritsen Beach/Homecrest/Sheepshead Bay","11229","40.601175","-73.944465","35087","14339","0.409","42004.526","POINT (-73.944465 40.601175)"
"10006","Financial District","10006","40.709651","-74.013044","1455","330","0.227","43024.432","POINT (-74.013044 40.709651)"
"11234","Bergen Beach/Flatlands/Marine Park/Mill Basin","11234","40.60758","-73.910513","34099","12824","0.376","36253.905","POINT (-73.910513 40.60758)"
"10012","Greenwich Village/SoHo","10012","40.725576","-73.998078","8144","2004","0.246","35176.125","POINT (-73.998078 40.725576)"
"10451","Concourse/Melrose","10451","40.820705","-73.923865","14128","5500","0.389","29826.595","POINT (-73.923865 40.820705)"
"11372","Jackson Heights","11372","40.75169","-73.883634","28412","13791","0.485","46820.577","POINT (-73.883634 40.75169)"
"11414","Hamilton Beach/Howard Beach/Lindenwood","11414","40.658266","-73.844905","10463","3534","0.338","36895.599","POINT (-73.844905 40.658266)"
"11693","Arverne/Broad Channel","11693","40.603699","-73.821926","3617","1215","0.336","28542.929","POINT (-73.821926 40.603699)"
"10280","Battery Park City","10280","40.709318","-74.016654","2652","517","0.195","28375.122","POINT (-74.016654 40.709318)"
"10028","Upper East Side/Yorkville","10028","40.776432","-73.953509","18514","4604","0.249","39083.568","POINT (-73.953509 40.776432)"
"10044","Roosevelt Island","10044","40.761931","-73.949924","3409","912","0.268","29207.04","POINT (-73.949924 40.761931)"
"10029","East Harlem","10029","40.791777","-73.943969","22125","7710","0.348","28283.86","POINT (-73.943969 40.791777)"
"10309","Charleston/Prince's Bay/Woodrow","10309","40.531355","-74.220574","11598","3629","0.313","35209.939","POINT (-74.220574 40.531355)"
"10017","East Midtown/Murray Hill","10017","40.752543","-73.973037","7503","2011","0.268","48055.284","POINT (-73.973037 40.752543)"
"11223","Gravesend/Homecrest","11223","40.597169","-73.973422","31885","13715","0.43","39126.711","POINT (-73.973422 40.597169)"
"11239","East New York","11239","40.64753","-73.882398","5724","2149","0.375","43955.369","POINT (-73.882398 40.64753)"
"11418","Richmond Hill","11418","40.700236","-73.836062","14558","5964","0.41","38732.919","POINT (-73.836062 40.700236)"
"10024","Upper West Side","10024","40.792085","-73.974871","22688","6679","0.294","38841.298","POINT (-73.974871 40.792085)"
"10303","Graniteville/Mariner's Harbor/Port Ivory","10303","40.632135","-74.169166","5969","2066","0.346","22513.832","POINT (-74.169166 40.632135)"
"11206","Williamsburg (South)","11206","40.701957","-73.942361","26691","10161","0.381","30781.942","POINT (-73.942361 40.701957)"
"11413","Laurelton/Rosedale","11413","40.669738","-73.750842","11123","4102","0.369","25743.584","POINT (-73.750842 40.669738)"
"10452","Concourse/Highbridge","10452","40.837364","-73.923461","25053","10896","0.435","33309.664","POINT (-73.923461 40.837364)"
"10473","Castle Hill/Clason Point/Soundview","10473","40.818135","-73.858718","17056","5695","0.334","28854.416","POINT (-73.858718 40.818135)"
"10033","Washington Heights (North)/Washington Heights (South)","10033","40.850497","-73.934007","24663","10526","0.427","42146.142","POINT (-73.934007 40.850497)"
"11427","Bellerose/Hollis Hills/Holliswood","11427","40.730915","-73.745611","9177","3383","0.369","38930.422","POINT (-73.745611 40.730915)"
"11219","Borough Park","11219","40.632662","-73.996666","42703","24315","0.569","47404.307","POINT (-73.996666 40.632662)"
"11235","Brighton Beach/Manhattan Beach/Sheepshead Bay","11235","40.583915","-73.949669","36140","15376","0.425","46216.24","POINT (-73.949669 40.583915)"
"11103","Astoria (North)/Astoria (South)","11103","40.762536","-73.913541","13192","4178","0.317","37758.979","POINT (-73.913541 40.762536)"
"11378","Maspeth","11378","40.724768","-73.909399","13017","4756","0.365","36012.832","POINT (-73.909399 40.724768)"
"10456","Claremont/Morrisania","10456","40.829884","-73.908121","25259","10352","0.41","27104.015","POINT (-73.908121 40.829884)"
"11361","Bayside (North)/Bayside (South)","11361","40.763748","-73.772419","9486","2776","0.293","35971.882","POINT (-73.772419 40.763748)"
"11201","Brooklyn Heights/DUMBO/Downtown Brooklyn","11201","40.694609","-73.989581","25175","5482","0.218","40413.16","POINT (-73.989581 40.694609)"
"11362","Douglaston-Little Neck","11362","40.756533","-73.736995","6463","1846","0.286","35703.798","POINT (-73.736995 40.756533)"
"11230","Midwood","11230","40.622164","-73.965096","41296","19963","0.483","46457.834","POINT (-73.965096 40.622164)"
"10002","Chinatown/Lower East Side","10002","40.715781","-73.986176","29328","9883","0.337","38936.464","POINT (-73.986176 40.715781)"
"10469","Allerton/Baychester/Pelham Gardens/Williamsbridge","10469","40.86876","-73.846984","17715","6271","0.354","24395.127","POINT (-73.846984 40.86876)"
"10007","TriBeCa","10007","40.713923","-74.007546","3296","741","0.225","47143.297","POINT (-74.007546 40.713923)"
"10455","Mott Haven","10455","40.8147","-73.908583","11277","4408","0.391","26918.078","POINT (-73.908583 40.8147)"
"11231","Carroll Gardens/Cobble Hill/Red Hook","11231","40.677562","-74.004445","12898","2663","0.206","34508.191","POINT (-74.004445 40.677562)"
"11104","Sunnyside","11104","40.744658","-73.920205","10350","3444","0.333","40688.638","POINT (-73.920205 40.744658)"
"11215","Gowanus/Park Slope/Windsor Terrace","11215","40.66252","-73.986872","23247","4490","0.193","33389.173","POINT (-73.986872 40.66252)"
"10032","Washington Heights (South)","10032","40.838768","-73.942824","24291","10245","0.422","38525.884","POINT (-73.942824 40.838768)"
"10065","Lenox Hill/Upper East Side","10065","40.764616","-73.963135","12409","2952","0.238","44478.136","POINT (-73.963135 40.764616)"
"11421","Woodhaven","11421","40.69405","-73.85867","14453","6094","0.422","36087.842","POINT (-73.85867 40.69405)"
"10465","Country Club/Throgs Neck","10465","40.823931","-73.822886","14057","4585","0.326","32598.032","POINT (-73.822886 40.823931)"
"10025","Manhattan Valley/Morningside Heights/Upper West Side","10025","40.798651","-73.966585","32680","10097","0.309","35669.097","POINT (-73.966585 40.798651)"
"11366","Fresh Meadows/Hillcrest","11366","40.728136","-73.784981","5484","2145","0.391","38597.599","POINT (-73.784981 40.728136)"
"11428","Queens Village","11428","40.721015","-73.742206","6887","2579","0.374","37064.9","POINT (-73.742206 40.721015)"
"10037","Central Harlem (North)/East Harlem","10037","40.812957","-73.937419","6460","2037","0.315","31067.6","POINT (-73.937419 40.812957)"
"11205","Bedford-Stuyvesant (West)/Clinton Hill/Fort Greene","11205","40.694625","-73.966212","14758","4797","0.325","32555.084","POINT (-73.966212 40.694625)"
"10460","Charlotte Gardens/Tremont/Van Nest/West Farms","10460","40.841753","-73.879584","16371","6141","0.375","27806.512","POINT (-73.879584 40.841753)"
"11210","Flatlands/Midwood","11210","40.628165","-73.946316","24451","11602","0.475","37223.496","POINT (-73.946316 40.628165)"
"11417","Ozone Park","11417","40.676457","-73.844522","10823","4003","0.37","34866.41","POINT (-73.844522 40.676457)"
"10011","Chelsea","10011","40.741707","-74.000062","20153","5068","0.251","40511.812","POINT (-74.000062 40.741707)"
"10310","Port Richmond/Randall Manor/West Brighton","10310","40.632398","-74.11618","8301","2502","0.301","35411.486","POINT (-74.11618 40.632398)"
"11434","Airport/South Jamaica/Springfield Gardens/St. Albans","11434","40.656866","-73.783386","16957","6192","0.365","25398.658","POINT (-73.783386 40.656866)"
"11370","Jackson Heights/Rikers Island","11370","40.763466","-73.891021","13267","5248","0.396","41749.882","POINT (-73.891021 40.763466)"
"11222","Greenpoint","11222","40.728292","-73.947562","14814","3411","0.23","41009.411","POINT (-73.947562 40.728292)"
"11238","Clinton Hill/Prospect Heights","11238","40.679179","-73.963804","20739","4453","0.215","38729.29","POINT (-73.963804 40.679179)"
"10472","Soundview","10472","40.829561","-73.869393","16569","6535","0.394","24373.658","POINT (-73.869393 40.829561)"
"11209","Bay Ridge/Fort Hamilton","11209","40.621811","-74.030011","24798","7321","0.295","36729.92","POINT (-74.030011 40.621811)"
"11692","Arverne/Edgemere","11692","40.592794","-73.792203","4889","1854","0.379","23248.706","POINT (-73.792203 40.592794)"
"10016","Kips Bay/Murray Hill/NoMad","10016","40.745174","-73.978319","21251","5399","0.254","41740.563","POINT (-73.978319 40.745174)"
"11357","Whitestone","11357","40.78639","-73.810964","15526","4964","0.32","40103.561","POINT (-73.810964 40.78639)"
"10128","Upper East Side/Yorkville","10128","40.781466","-73.950226","23555","5898","0.25","40224.526","POINT (-73.950226 40.781466)"
"11363","Douglaston-Little Neck","11363","40.772803","-73.746444","2575","739","0.287","38231.332","POINT (-73.746444 40.772803)"
"10468","Fordham/Kingsbridge/University Heights","10468","40.868161","-73.899844","24632","10597","0.43","31656.026","POINT (-73.899844 40.868161)"
"11356","College Point","11356","40.784867","-73.841495","8453","3365","0.398","37051.783","POINT (-73.841495 40.784867)"
"11218","Kensington/Windsor Terrace","11218","40.64348","-73.976044","30102","12535","0.416","40680.623","POINT (-73.976044 40.64348)"
"10003","East Village/Gramercy/Greenwich Village","10003","40.731825","-73.989164","18646","4470","0.24","34543.824","POINT (-73.989164 40.731825)"
"11429","Queens Village","11429","40.709772","-73.738731","8293","3263","0.393","25780.04","POINT (-73.738731 40.709772)"
"10036","Hell's Kitchen/Midtown Manhattan","10036","40.75916","-73.989705","15810","6457","0.408","58035.059","POINT (-73.989705 40.75916)"
"10038","Chinatown/Financial District","10038","40.709696","-74.002391","7879","2197","0.279","34459.419","POINT (-74.002391 40.709696)"
"11379","Middle Village","11379","40.716758","-73.879597","14150","4647","0.328","38622.698","POINT (-73.879597 40.716758)"
"10302","Elm Park","10302","40.630598","-74.137891","4333","1493","0.345","23440.666","POINT (-74.137891 40.630598)"
"11422","Rosedale","11422","40.660819","-73.73608","8717","3103","0.356","26913.41","POINT (-73.73608 40.660819)"
"10459","Charlotte Gardens/Hunts Point","10459","40.82584","-73.892976","13283","5149","0.388","27746.399","POINT (-73.892976 40.82584)"
"10021","Lenox Hill/Upper East Side","10021","40.769474","-73.958771","19204","4973","0.259","41861.085","POINT (-73.958771 40.769474)"
"11385","Glendale/Ridgewood","11385","40.701058","-73.890159","35296","12814","0.363","34064.504","POINT (-73.890159 40.701058)"
"11697","Breezy Point","11697","40.55907","-73.907199","2401","660","0.275","70771.329","POINT (-73.907199 40.55907)"
"10026","Central Harlem (South)","10026","40.802341","-73.952521","12085","3727","0.308","31256.173","POINT (-73.952521 40.802341)"
"10301","Silver Lake/St. George","10301","40.628224","-74.096232","11102","3549","0.32","28536.206","POINT (-74.096232 40.628224)"
"10454","Mott Haven/Port Morris","10454","40.805487","-73.916605","10824","4576","0.423","28612.421","POINT (-73.916605 40.805487)"
"11232","Sunset Park","11232","40.655984","-74.005304","8792","3410","0.388","32459.902","POINT (-74.005304 40.655984)"
"10031","Hamilton Heights/West Harlem","10031","40.825278","-73.950037","22163","8570","0.387","37549.432","POINT (-73.950037 40.825278)"
"10466","Edenwald/Wakefield","10466","40.890965","-73.845912","15872","5791","0.365","22257.714","POINT (-73.845912 40.890965)"
"10014","Hudson Square/Meatpacking District/West Village","10014","40.73402","-74.006314","12165","2840","0.233","40100.8","POINT (-74.006314 40.73402)"
"10312","Annadale/Rossville","10312","40.545128","-74.18169","20995","6560","0.312","34388.306","POINT (-74.18169 40.545128)"
"11374","Rego Park","11374","40.726441","-73.861497","19751","7705","0.39","47714.941","POINT (-73.861497 40.726441)"
"10306","Lighthouse Hill/Midland Beach/New Dorp/Oakwood","10306","40.571571","-74.125541","20033","6662","0.333","37936.393","POINT (-74.125541 40.571571)"
"11105","Ditmars Steinway","11105","40.778969","-73.906286","13814","3739","0.271","38170.92","POINT (-73.906286 40.778969)"
"11420","South Ozone Park","11420","40.673518","-73.817812","13731","5226","0.381","28704.89","POINT (-73.817812 40.673518)"
"11691","Edgemere/Far Rockaway","11691","40.60133","-73.761357","20819","9380","0.451","31139.919","POINT (-73.761357 40.60133)"
"11226","Flatbush/Prospect Lefferts Gardens","11226","40.646456","-73.956654","26183","9569","0.365","26894.335","POINT (-73.956654 40.646456)"
"11004","Bellerose/Douglaston-Little Neck","11004, 11005","40.748068","-73.710907","7719","2667","0.346","40734.591","POINT (-73.710907 40.748068)"
"10471","Fieldston/North Riverdale/Riverdale","10471","40.899509","-73.901518","7500","2286","0.305","35308.974","POINT (-73.901518 40.899509)"
"10009","Alphabet City/East Village/Stuyvesant Town-Cooper Village","10009","40.72638","-73.978704","20632","5213","0.253","36100.779","POINT (-73.978704 40.72638)"
"10069","Lincoln Square","10069","40.775924","-73.990256","2577","753","0.292","41005.226","POINT (-73.990256 40.775924)"
"11211","East Williamsburg/Williamsburg (North)/Williamsburg (South)","11211, 11249","40.712334","-73.953851","38214","13941","0.365","37587.415","POINT (-73.953851 40.712334)"
"11216","Bedford-Stuyvesant (West)/Crown Heights (West)","11216","40.680785","-73.94931","16391","4085","0.249","29896.749","POINT (-73.94931 40.680785)"
"11369","Airport/East Elmhurst","11369","40.768944","-73.872812","13630","6935","0.509","40532.008","POINT (-73.872812 40.768944)"
"11204","Bensonhurst/Mapleton","11204","40.618774","-73.984824","34376","17468","0.508","44593.489","POINT (-73.984824 40.618774)"
"10461","Morris Park/Pelham Bay/Westchester Square","10461","40.847415","-73.840601","17244","5596","0.325","35121.716","POINT (-73.840601 40.847415)"
"11416","Ozone Park","11416","40.684652","-73.849549","9010","3592","0.399","34142.214","POINT (-73.849549 40.684652)"
"11221","Bedford-Stuyvesant (East)/Bushwick","11221","40.691339","-73.927885","23922","7339","0.307","29373.504","POINT (-73.927885 40.691339)"
"11358","Auburndale/Murray Hill","11358","40.760475","-73.79637","12812","4137","0.323","35564.572","POINT (-73.79637 40.760475)"
"11364","Bayside (South)/Oakland Gardens","11364","40.745279","-73.760578","12443","3770","0.303","34865.775","POINT (-73.760578 40.745279)"
"10004","Financial District","10004","40.703675","-74.013106","1614","426","0.264","54304.746","POINT (-74.013106 40.703675)"
"10475","Co-op City/Edenwald","10475","40.868941","-73.824854","10780","3559","0.33","25223.879","POINT (-73.824854 40.868941)"
"11432","Hillcrest/Jamaica Estates/Jamaica Hills","11432","40.715359","-73.793064","24832","10582","0.426","40872.553","POINT (-73.793064 40.715359)"
"10039","Central Harlem (North)/Washington Heights (South)","10039","40.830807","-73.936247","7853","2711","0.345","28891.752","POINT (-73.936247 40.830807)"
"11423","Hollis/Holliswood","11423","40.71491","-73.767865","10052","4014","0.399","32281.68","POINT (-73.767865 40.71491)"
"11225","Crown Heights (West)/Prospect Lefferts Gardens","11225","40.663056","-73.954226","18196","6722","0.369","31637.685","POINT (-73.954226 40.663056)"
"11237","Bushwick/East Williamsburg","11237","40.704153","-73.920883","16454","6607","0.402","34278.752","POINT (-73.920883 40.704153)"
"11375","Forest Hills","11375","40.720931","-73.846184","28574","9565","0.335","40094.565","POINT (-73.846184 40.720931)"
"10305","Arrochar/Midland Beach/Shore Acres/South Beach Ocean Breeze","10305","40.595474","-74.075437","14191","5029","0.354","33113.071","POINT (-74.075437 40.595474)"
"10458","Belmont/Fordham University/Kingsbridge","10458","40.862531","-73.88817","21525","8757","0.407","26015.094","POINT (-73.88817 40.862531)"
"10022","East Midtown","10022","40.758676","-73.968098","14027","3728","0.266","45400.441","POINT (-73.968098 40.758676)"
"11411","Cambria Heights","11411","40.694202","-73.735998","5579","2017","0.362","26096.794","POINT (-73.735998 40.694202)"
"11208","Cypress Hills/East New York","11208","40.668385","-73.871084","26423","10734","0.406","27649.191","POINT (-73.871084 40.668385)"
"10307","Tottenville","10307","40.507771","-74.24227","4737","1491","0.315","31766.026","POINT (-74.24227 40.507771)"
"10462","Parkchester/Pelham Parkway/Van Nest/Westchester Square","10462","40.842874","-73.858772","24142","8011","0.332","32054.355","POINT (-73.858772 40.842874)"
"10019","Hell's Kitchen/Midtown Manhattan","10019, 10020","40.76528","-73.985974","19819","6146","0.31","45537.466","POINT (-73.985974 40.76528)"
"11355","Flushing/Murray Hill/Queensboro Hill","11355","40.751459","-73.821014","34254","13993","0.409","43440.385","POINT (-73.821014 40.751459)"
"10035","East Harlem","10035","40.791","-73.924596","10353","3725","0.36","29378.525","POINT (-73.924596 40.791)"
"11415","Kew Gardens","11415","40.708323","-73.828212","8111","3201","0.395","42976.676","POINT (-73.828212 40.708323)"
"10013","Hudson Square/Little Italy/SoHo/TriBeCa","10013","40.720096","-74.004763","13183","3384","0.257","45744.345","POINT (-74.004763 40.720096)"
"10467","Allerton/Norwood/Pelham Parkway/Williamsbridge","10467","40.880939","-73.873956","27872","10836","0.389","27309.806","POINT (-73.873956 40.880939)"
"11694","Belle Harbor-Neponsit/Rockaway Park","11694","40.577599","-73.844553","7259","2527","0.348","34933.637","POINT (-73.844553 40.577599)"
"11373","Elmhurst","11373","40.738823","-73.8785","39949","18808","0.471","43585.94","POINT (-73.8785 40.738823)"
"10282","Battery Park City","10282","40.716409","-74.015077","1718","350","0.204","30833.048","POINT (-74.015077 40.716409)"
"11212","Ocean Hill-Brownsville","11212","40.662935","-73.913011","21149","7788","0.368","28592.485","POINT (-73.913011 40.662935)"
"11106","Astoria (South)","11106","40.761792","-73.931771","13639","4658","0.342","36440.026","POINT (-73.931771 40.761792)"
"11217","Boerum Hill/Park Slope","11217, 11243","40.682417","-73.97938","14862","3264","0.22","36363.44","POINT (-73.97938 40.682417)"
"10075","Lenox Hill/Upper East Side","10075, 10162","40.773132","-73.955884","10662","2754","0.258","46267.004","POINT (-73.955884 40.773132)"
"10030","Central Harlem (North)","10030","40.818326","-73.942842","8117","2673","0.329","27731.589","POINT (-73.942842 40.818326)"
"11419","Richmond Hill/South Ozone Park","11419","40.688676","-73.822901","14559","5754","0.395","30015.513","POINT (-73.822901 40.688676)"
"10314","Bloomfield/Freshkills Park","10314","40.599333","-74.166462","28662","9891","0.345","30977.952","POINT (-74.166462 40.599333)"
"11228","Bath Beach/Dyker Heights","11228","40.616715","-74.013054","15854","5906","0.373","35244.413","POINT (-74.013054 40.616715)"
"11436","South Jamaica/South Ozone Park","11436","40.675819","-73.796618","5050","1878","0.372","25196.407","POINT (-73.796618 40.675819)"
"11368","Corona/North Corona","11368","40.749594","-73.852604","40263","22138","0.55","36480.095","POINT (-73.852604 40.749594)"
"10027","Central Harlem (South)/Morningside Heights/West Harlem","10027","40.8118","-73.953204","18682","5550","0.297","29469.411","POINT (-73.953204 40.8118)"
"10010","Flatiron/Gramercy/Kips Bay","10010","40.739119","-73.982544","11963","2739","0.229","35867.839","POINT (-73.982544 40.739119)"
"10470","Wakefield/Woodlawn","10470","40.895986","-73.86802","3999","1327","0.332","26674.612","POINT (-73.86802 40.895986)"
"11233","Bedford-Stuyvesant (East)/Ocean Hill-Brownsville","11233","40.678302","-73.919931","16758","5205","0.311","22547.409","POINT (-73.919931 40.678302)"
"10453","Morris Heights/Mount Hope/University Heights","10453","40.852304","-73.913578","23917","10443","0.437","30398.749","POINT (-73.913578 40.852304)"
"11101","Astoria (South)/Long Island City/Sunnyside","11101","40.747077","-73.938586","14946","4344","0.291","40574.943","POINT (-73.938586 40.747077)"
"11412","St. Albans","11412","40.698095","-73.758984","9785","3711","0.379","25684.044","POINT (-73.758984 40.698095)"
"10040","Washington Heights (North)","10040","40.85831","-73.93049","18293","7523","0.411","41606.846","POINT (-73.93049 40.85831)"
"11433","Jamaica","11433","40.69823","-73.787095","9668","3862","0.399","26471.773","POINT (-73.787095 40.69823)"
"11377","Woodside","11377","40.744823","-73.90516","32614","13530","0.415","38803.966","POINT (-73.90516 40.744823)"
"10034","Inwood/Washington Heights (North)","10034","40.867168","-73.924048","16821","6709","0.399","39820.705","POINT (-73.924048 40.867168)"
"10308","Great Kills","10308","40.551574","-74.150454","9422","2882","0.306","31595.458","POINT (-74.150454 40.551574)"
"10023","Lincoln Square","10023","40.775901","-73.982658","25159","8508","0.338","40721.9","POINT (-73.982658 40.775901)"
"11220","Sunset Park","11220","40.641081","-74.016495","47170","23780","0.504","49867.45","POINT (-74.016495 40.641081)"
"10005","Financial District","10005","40.706092","-74.008861","3252","734","0.226","37135.048","POINT (-74.008861 40.706092)"
"11354","Flushing/Murray Hill","11354","40.76863","-73.827229","20891","8833","0.423","38745.266","POINT (-73.827229 40.76863)"
"11365","Auburndale/Fresh Meadows/Pomonok/Utopia","11365","40.739775","-73.794806","15811","5287","0.334","36085.754","POINT (-73.794806 40.739775)"
"10474","Hunts Point","10474","40.810595","-73.884618","2702","1009","0.373","22562.572","POINT (-73.884618 40.810595)"
"11207","Cypress Hills/East New York","11207","40.670819","-73.894255","25299","9137","0.361","28415.68","POINT (-73.894255 40.670819)"
"11360","Bayside (North)","11360","40.78205","-73.7808","7205","2160","0.3","37830.68","POINT (-73.7808 40.78205)"
"10304","New Dorp/Todt Hill","10304","40.605985","-74.0943","13263","4599","0.347","31663.862","POINT (-74.0943 40.605985)"
"10018","Hell's Kitchen/Midtown Manhattan","10018","40.755191","-73.992667","6875","2360","0.343","58309.422","POINT (-73.992667 40.755191)"
"11426","Bellerose","11426","40.736521","-73.722384","7009","2330","0.332","34760.689","POINT (-73.722384 40.736521)"
"10463","Kingsbridge/Marble Hill/Riverdale/Spuyten Duyvil","10463","40.880824","-73.906514","24153","8460","0.35","34512.241","POINT (-73.906514 40.880824)"
"10457","Belmont/Claremont/Mount Hope/Tremont","10457","40.847151","-73.898676","20904","8729","0.418","28355.339","POINT (-73.898676 40.847151)"
"11203","East Flatbush (North)/East Flatbush (South)","11203","40.649576","-73.934363","20415","8349","0.409","27845.835","POINT (-73.934363 40.649576)"
"11224","Brighton Beach/Coney Island/Seagate","11224","40.57666","-73.988581","17979","7789","0.433","38856.032","POINT (-73.988581 40.57666)"
"11236","Canarsie","11236","40.640004","-73.901459","29622","11998","0.405","30501.293","POINT (-73.901459 40.640004)"
"11102","Astoria (North)","11102","40.772498","-73.925912","12243","3915","0.32","40749.213","POINT (-73.925912 40.772498)"
"11213","Crown Heights (East)","11213","40.671074","-73.93633","22127","9767","0.441","34251.653","POINT (-73.93633 40.671074)"
