"the_geom","addr","boro","category","genborough","generating","lat","lon","oer_projec","oer_proj_1","recborough","receiving_","status","uid","volume_cy","weight_ton"
"POINT (-73.85475 40.70878)","69-46 Sybilla Street","Queens","Receiving","Queens","98-04 Queens Boulevard","40.70878","-73.85475","19TMP1900Q",,,,"Completed","20CCSB153","20","30"
"POINT (-73.858075 40.728102)","98-04 Queens Boulevard","Queens","Generating",,,"40.728102","-73.858075","19TMP1900Q","N/A","Queens","Jackson Heights Beautification Group","Completed","19CCSB131","20","30"
"POINT (-73.995873 40.724834)","300 Lafayette","Manhattan","Generating",,,"40.724834","-73.995873","14EHAZ344M",,"Brooklyn","500 Metropolitan Avenue","Completed","17CCSB076","1000","1,500"
"POINT (-73.966138 40.716537)","Domino Site A","Brooklyn","Generating",,,"40.716537","-73.966138","14EHAN401K","17RHAN068K","Brooklyn","Domino Waterfront Park","Completed","17CCSB083","8000","12,000"
"POINT (-73.92664 40.744670000000006)","38-01 Queens Blvd","Queens","Receiving","Queens","50-11 Queens Blvd","40.74467","-73.92664","18CVCP077Q","C241178",,,"Completed","19CCSB125","300","450"
"POINT (-73.948426 40.692978)","633 Marcy Avenue","Brooklyn","Generating",,,"40.692978","-73.948426",,"DEC","Brooklyn","Empire Electric","Completed","17CCSB095","5000","7,500"
"POINT (-73.966634 40.713436)","Domino Site E","Brooklyn","Generating",,,"40.713436","-73.966634","15CVCP001K","15CVCP006K","Brooklyn","Domino Site C","Completed","15CCSB038","125","187.5"
"POINT (-73.935274 40.756724)","37-10 Crescent Street","Queens","Generating",,,"40.756724","-73.935274","15CVCP057Q","14EHAZ317K","Brooklyn","Seaside Park","Completed","16CCSB045","3885","5827.5"
"POINT (-73.987467 40.703251)","55 Pearl Street, Brooklyn","Brooklyn","Receiving","Manhattan","5 West 125th Street","40.703251","-73.987467","11EHAN269M  13CVCP115M","13EHAN192K",,,"Completed","14CCSB011","160","240"
"POINT (-73.977901 40.626239)","886 Dahill","Brooklyn","Generating",,,"40.626239","-73.977901","17CVCP060K",,"Brooklyn","1056 Manhattan Avenue","Completed","17CCSB099","800","1,200"
"POINT (-73.790574 40.711183)","87-67 171st Street Jamaica","Queens","Generating",,,"40.711183","-73.790574","14EH-N389Q","GrowNYC/GT","Brooklyn","Hooper Street Garden","Completed","16CCSB063","450","675"
,"130-02 South Conduit","Queens","Generating",,,,,"19TMP1115Q","N/A","Queens","Gemini Fields","Complete","20CCSB161","4,000","6,000"
"POINT (-74.183669 40.611356)","SIMD","Staten Island","Receiving","Brooklyn","Domino Site E","40.611356","-74.183669","15CVCP001K","NA",,,"Completed","15CCSB039","19550","29325"
"POINT (-73.961328 40.719431)","63 North 6th Street","Brooklyn","Generating",,,"40.719431","-73.961328","15CVCP028K","12RH-N510K and BCP","Brooklyn","431 Kent Ave (Domsey)","Completed","16CCSB047","660","990"
"POINT (-73.94763200000001 40.753658)","Queens Plaza & 10th Street, LIC, NY 11101","Queens","Receiving","Queens","97-18 Sutphin Blvd","40.753658","-73.947632","19TMP0336Q",,,,"Completed","19CCSB127","100","150"
"POINT (-73.750941 40.606563)","14-14 Central Ave","Queens","Generating",,,"40.606563","-73.750941","18CVCP076Q","18CVCP070K","Brooklyn","2858 Linden Blvd","Completed","19CCSB114","7,148","10,722"
"POINT (-73.931007 40.809963)","198 E 135th Street","Bronx","Receiving","Brooklyn","1860 Eastern Parkway","40.809963","-73.931007","17TMP0413K","C203084",,,"Completed","19CCSB118","1,000","1,500"
"POINT (-73.948839 40.718027)","395 Leonard Street","Brooklyn","Receiving","Queens","23-15 Astoria Blvd.","40.718027","-73.948839","12EHAZ504Q","13EHAZ151K",,,"Completed","14CCSB009","2100","3150"
"POINT (-73.948076 40.702329)","295 Wallabout Street","Brooklyn","Receiving","Brooklyn","1134 Fulton Avenue","40.702329","-73.948076","16CVCP014K","16CVCP008K",,,"Completed","17CCSB085","250","375"
"POINT (-73.978499 40.686202)","BAM South - 113 Flatbush Avenue","Brooklyn","Generating",,,"40.686202","-73.978499","14CVCP210K","14EHAZ317K","Brooklyn","Seaside Park","Completed","15CCSB024","8500","12750"
"POINT (-74.015837 40.7056)","11 West Street","Manhattan","Receiving","Queens","143-18 Liberty Avenue","40.7056","-74.015837","17CVCP006Q","BCP C22419",,,"Completed","17CCSB101","1,000","1,500"
"POINT (-73.942695 40.807066)","5 West 125th Street","Manhattan","Generating",,,"40.807066","-73.942695","11EHAN269M","DSNY","Staten Island","Fresh Kills","Completed","13CCSB005","2,340","3510"
"POINT (-73.834251 40.759885)","2 fulton Square","Queens","Generating",,,"40.759885","-73.834251","16CVCP042Q","DEC","Brooklyn","Exxon Mobile Greenpoint Remediation Project","Completed","16CCSB051","11552","17328"
"POINT (-73.977901 40.626239)","886 Dahill","Brooklyn","Generating",,,"40.626239","-73.977901","17CVCP060K","DEC","Brooklyn","Empire Electric","Completed","17CCSB094","4000","6,000"
"POINT (-73.843333 40.747262)","Flushing Meadows Corona Park","Queens","Receiving","Queens","102-14 Liberty Avenue","40.747262","-73.843333","14CVCP234Q","Parks/DEP",,,"Completed","15CCSB033","990","1485"
"POINT (-73.87111 40.757334)","97-01 Northern Boulevard","Queens","Receiving","Queens","20-02 Mott Avenue","40.757334","-73.87111","18TMP0757Q","18TMP1119Q",,,"Completed","20CCSB151","780","1,170"
"POINT (-73.858075 40.728102)","98-04 Queens Boulevard","Queens","Generating",,,"40.728102","-73.858075","19TMP1900Q","N/A","Brooklyn","Newkirk Community Garden","Completed","20CCSB142","20","30"
"POINT (-73.790574 40.711183)","87-67 171st Street, Jamaica","Queens","Generating",,,"40.711183","-73.790574","14EH-N389Q","Garden","Bronx","1420 College Ave","Completed","16CCSB065","100","150"
,"Lighthouse Point","Staten Island","Generating",,,,,"15CVCP162R",,"Staten Island","SIMD","Completed","16CCSB059","30,000","45,000"
"POINT (-73.805708 40.696665)","97-18 Sutphin Blvd","Queens","Generating",,,"40.696665","-73.805708","19TMP0336Q","18CVCP063K","Brooklyn","123 3rd St, Brooklyn, NY 11231","Completed","19CCSB127","20","30"
"POINT (-73.983559 40.696485)","67 Duffield Street","Brooklyn","Receiving","Queens","98-04 Queens Boulevard","40.696485","-73.983559","19TMP1900Q","18CVCP063K",,,"Completed","20CCSB136","300","450"
"POINT (-73.921284 40.793212)","Wards Island","Manhattan","Receiving","Queens","148-02 94th Avenue, Jamaica","40.793212","-73.921284",,"OEM",,,"Completed","16CCSB068","100","150"
"POINT (-73.827674 40.761202)","Flushing Commons","Queens","Generating",,,"40.761202","-73.827674","14CVCP191Q","Parks/ GreenThumb","Citywide","Green Thumb","Completed","15CCSB032","125","187.5"
"POINT (-74.183669 40.611356)","Staten Island Marine Development (SIMD)","Staten Island","Receiving","Queens","30-40 21st Street","40.611356","-74.183669","13CVCP111Q","NA",,,"Completed","14CCSB021","4250","6375"
"POINT (-73.966372 40.717882)","87-105 River Street","Brooklyn","Receiving","Brooklyn","Chestnut Commons  - 110 Dinsmore Place","40.717882","-73.966372","16TMP0404K","N/A",,,"Complete","20CCSB158",,"0"
"POINT (-73.99312000000002 40.623069)","Empire Electric","Brooklyn","Receiving","Queens","144-15 Liberty Avenue","40.623069","-73.99312","18CVCP036Q",,,,"Completed","17CCSB103","400","600"
"POINT (-73.926714 40.811759)","322 Third Avenue","Bronx","Receiving","Queens","92-23 168th Street","40.811759","-73.926714","17CVCP070Q","C224099",,,"Completed","19CCSB121","11,100","16,650"
"POINT (-73.933709 40.700345)","Rheingold Block 3152","Brooklyn","Generating",,,"40.700345","-73.933709","15CVCP072K",,"Brooklyn","BBP","Completed","16CCSB 054","1930","2895"
"POINT (-73.952555 40.713604)","500 Metropolitan Avenue","Brooklyn","Receiving","Queens","178-02 Hillside Avenue","40.713604","-73.952555","15CVCP038Q","12EHAZ363K",,,"Completed","17CCSB077","4000","6,000"
"POINT (-73.805116 40.697029)","97-11 Sutphin Blvd","Queens","Generating",,,"40.697029","-73.805116","17TMP0431Q",,"Brooklyn","Ponderosa","Completed","19CCSB113","120","180"
"POINT (-73.926653 40.744442)","38-01 Queen Boulevard","Queens","Generating",,,"40.744442","-73.926653",,"DEP","Brooklyn","Admiral's Row","Completed","17CCSB092","1000","1,500"
"POINT (-73.861185 40.876007)","801 Gunhill Road","Bronx","Generating",,,"40.876007","-73.861185","12CVCP065X","12CVCP068 and 12CVCP069","Brooklyn","249 North 7th and 248 North 8th","Completed","14CCSB019","480","720"
"POINT (-74.206687 40.542095)","1243-1275 Woodrow Road","Staten Island","Generating",,,"40.542095","-74.206687","12CVCP063R","NA","Staten Island","Staten Island Marine Development (SIMD)","Completed","13CCSB004 Phase 3","3410","5115"
"POINT (-73.924759 40.757685)","34-22 35th St","Queens","Generating",,,"40.757685","-73.924759","15CVCP109Q","DSNY","Staten Island","Fresh Kills Landfill","Completed","16CCSB052","7000","10500"
,"Bridgeview Plaza","Staten Island","Generating",,,,,"15EHAZ218R","Sanitation","Staten Island","FKL","Completed","17CCSB080","600","900"
"POINT (-73.961328 40.719431)","63 North 6th Street","Brooklyn","Generating",,,"40.719431","-73.961328","15CVCP028K","14CVCP191Q","Queens","Flushing Commons","Completed","16CCSB043","1000","1500"
"POINT (-73.858075 40.728102)","98-04 Queens Boulevard","Queens","Generating",,,"40.728102","-73.858075","19TMP1900Q","N/A","Bronx","Soundview Park","Completed","20CCSB143","60","90"
"POINT (-73.951355 40.701416)","415 Marcy Avenue","Brooklyn","Receiving","Queens","98-04 Queens Boulevard","40.701416","-73.951355","19TMP1900Q","16TMP0049M",,,"Completed","20CCSB149","220","330"
"POINT (-73.983559 40.696485)","67 Duffield Street","Brooklyn","Receiving","Brooklyn","875 4th Avenue","40.696485","-73.983559","16EH-A242K","18EH-N164K",,,"Completed","19CCSB128","860","1,290"
"POINT (-73.78443 40.906085)","New Rochelle - 24 Maple Ave","New Rochelle","Generating",,,"40.906085","-73.78443",,,"Bronx","Bridge Park","Complete","20CCSB162","1955","2932.5"
"POINT (-73.933709 40.700345)","Rheingold block 3152","Brooklyn","Generating",,,"40.700345","-73.933709","15CVCP072K","Parks","Bronx","Green Thumb","Completed","16CCSB057","500","750"
"POINT (-73.969633 40.661385)","Prospect Park","Brooklyn","Receiving","Queens","98-04 Queens Boulevard","40.661385","-73.969633","19TMP1900Q","N/A",,,"Completed","20CCSB134","60","90"
"POINT (-73.954679 40.73492000000001)","1056 Manhattan Avenue","Brooklyn","Receiving","Brooklyn","886 Dahill","40.73492","-73.954679","17CVCP060K",,,,"Completed","17CCSB099","800","1,200"
"POINT (-73.973359 40.681889)","670 Pacific Street","Brooklyn","Generating",,,"40.681889","-73.973359","14CVCP217K","HPD","Bronx","391 Bronx Ave (Sound View Senior Housing)","Completed","15CCSB029","1500","2250"
,"Ravenswood","Queens","Receiving","Brooklyn","1426 Fulton Street",,,"12CVCP045K",,,,"Completed","18CCSB110","20","30"
"POINT (-73.851999 40.670379)","Gemini Fields","Queens","Receiving","Queens","130-02 South Conduit","40.670379","-73.851999","19TMP1115Q","N/A",,,"Complete","20CCSB161","4,000","6,000"
"POINT (-73.948426 40.692978)","633 Marcy Avenue","Brooklyn","Generating",,,"40.692978","-73.948426","17CVCP060K","nycha","Queens","Forest Houses","Completed","17CCSB096","150","225"
"POINT (-73.989071 40.57243)","Seaside Park","Brooklyn","Receiving","Brooklyn","BAM South - 113 Flatbush Avenue","40.57243","-73.989071","14CVCP210K","14EHAZ317K",,,"Completed","15CCSB024","8500","12750"
"POINT (-73.966634 40.713436)","Domino Site E","Brooklyn","Generating",,,"40.713436","-73.966634","15CVCP001K","NA","Staten Island","SIMD","Completed","15CCSB039","19550","29325"
"POINT (-73.791666 40.705591000000005)","92-23 168th Street","Queens","Generating",,,"40.705591","-73.791666","17CVCP070Q",,"Brooklyn","793 Cleveland St, Brooklyn, NY 11208","Completed","19CCSB122","80","120"
"POINT (-73.90778 40.675872000000005)","1860 Eastern Parkway","Brooklyn","Generating",,,"40.675872","-73.90778","17TMP0413K","C203084","Bronx","198 E 135th Street","Completed","19CCSB118","1,000","1,500"
"POINT (-73.942695 40.807066)","5 West 125th Street","Manhattan","Generating",,,"40.807066","-73.942695","11EHAN269M  13CVCP115M","13EHAN192K","Brooklyn","55 Pearl Street, Brooklyn","Completed","14CCSB011","160","240"
"POINT (-73.78443 40.906085)","New Rochelle - 24 Maple Ave","New Rochelle","Generating",,,"40.906085","-73.78443",,,"Bronx","Starlight Park","Complete","20CCSB163","645","967.5"
"POINT (-73.89412700000001 40.851084)","4387 Third Avenue","Bronx","Receiving","Queens","98-04 Queens Boulevard","40.851084","-73.894127","19TMP1900Q","19TMP0038X",,,"Completed","20CCSB132","500","750"
,"ExxonMobil Greenpoint","Brooklyn","Receiving","Queens","2 Fulton Square",,,"16CVCP042Q",,,,"Completed","16CCSB069","9000","13,500"
"POINT (-73.81261 40.734272000000004)","NYCHA Pomonok - 67-09 Kissena Blvd.","Queens","Receiving","Queens","98-04 Queens Boulevard","40.734272","-73.81261","19TMP1900Q","N/A",,,"Completed","20CCSB145","20","30"
"POINT (-73.917095 40.862153)","Sherman Creek Park","Manhattan","Receiving","Queens","98-04 Queens Boulevard","40.862153","-73.917095","19TMP1900Q","N/A",,,"Completed","20CCSB147","40","60"
"POINT (-73.982698 40.69104)","City Point (1 Dekab Avenue)","Brooklyn","Generating",,,"40.69104","-73.982698","12EH-N207K","12EH-N096K","Brooklyn","1 North 4th Street","Completed","13CCSB003","2875","4312.5"
"POINT (-73.955196 40.680711)","1134 Fulton Avenue","Brooklyn","Generating",,,"40.680711","-73.955196","16CVCP014K","16CVCP008K","Brooklyn","295 Wallabout Street","Completed","17CCSB085","250","375"
"POINT (-74.003275 40.685733)","98 Degraw","Brooklyn","Receiving","Queens","38-01 Queen Boulevard","40.685733","-74.003275",,,,,"Completed","17CCSB091","500","750"
"POINT (-74.187224 40.576528)","North Park","Staten Island","Receiving","Queens","130-02 South Conduit","40.576528","-74.187224","19TMP1115Q",,,,"Complete","20CCSB164","6740","10110"
"POINT (-73.935184 40.701129)","Rheingold Block 3141","Brooklyn","Generating",,,"40.701129","-73.935184",,,"Staten Island","SIMD","Completed","16CCSB055","30,000","45000"
"POINT (-73.91426 40.74308)","50-11 Queens Blvd","Queens","Generating",,,"40.74308","-73.91426","18CVCP077Q","C241178","Queens","38-01 Queens Blvd","Completed","19CCSB125","300","450"
"POINT (-73.953635 40.707832)","Hooper Street Garden","Brooklyn","Receiving","Queens","87-67 171st Street Jamaica","40.707832","-73.953635","14EH-N389Q","GrowNYC/GT",,,"Completed","16CCSB063","450","675"
"POINT (-73.941943 40.695969)","984 Myrtle","Brooklyn","Generating",,,"40.695969","-73.941943",,"BCP","Manhattan","11 West","Completed","17CCSB088","1000","1,500"
"POINT (-73.949291 40.722026)","501 Leonard Street","Brooklyn","Generating",,,"40.722026","-73.949291","13EHAZ318K","Greenthumb","Brooklyn","503 Presidents Street","Completed","15CCSB037","108","162"
,"#VALUE!","Staten Island","Receiving","Bronx","801 Gunhill Road",,,"12CVCP065X","DSNY",,,"Completed","13CCSB007","2775","4162.5"
"POINT (-73.80888 40.69224)","143-18 Liberty Avenue","Queens","Generating",,,"40.69224","-73.80888","17CVCP006Q",,"Bronx","Roberto Clemente State Park","Completed","17CCSB106","1,000","1,500"
"POINT (-73.864134 40.664487)","987 Lincoln Avenue, Brooklyn, NY 11208","Brooklyn","Receiving","Queens","97-18 Sutphin Blvd","40.664487","-73.864134","19TMP0336Q",,,,"Completed","19CCSB127","50","75"
"POINT (-73.961328 40.719431)","63 North 6th Street","Brooklyn","Generating",,,"40.719431","-73.961328","15CVCP028K","15EHAN368K (and BCP)","Brooklyn","1003 Greene Ave","Completed","16CCSB048","220","330"
"POINT (-73.989071 40.57243)","Seaside Park","Brooklyn","Receiving","Queens","37-10 Crescent Street","40.57243","-73.989071","15CVCP057Q","14EHAZ317K",,,"Completed","16CCSB045","3885","5827.5"
"POINT (-73.974378 40.73461)","Stuy Cove Park","Manhattan","Receiving","Queens","97-11 Sutphin Blvd","40.73461","-73.974378","17TMP0431Q",,,,"Completed","19CCSB115","60","90"
"POINT (-73.753039 40.605542)","20-02 Mott Avenue","Queens","Generating",,,"40.605542","-73.753039","18TMP0757Q","20CVCP029Q","Queens","20-10 Mott Avenue","Complete","20CCSB168","1250","1875"
"POINT (-73.935184 40.701129)","Rheingold 3141","Brooklyn","Receiving","Brooklyn","Rheingold block 3152","40.701129","-73.935184","15CVCP072K","15CVCP073K",,,"Completed","16CCSB061","200","300"
,"Former Cascade Laundry Facility","Queens","Receiving","Manhattan","300 Lafayette",,,"14EHAZ344M","BCP",,,"Completed","17CCSB074","500","750"
"POINT (-73.858075 40.728102)","98-04 Queens Boulevard","Queens","Generating",,,"40.728102","-73.858075","19TMP1900Q",,"Queens","69-46 Sybilla Street","Completed","20CCSB153","20","30"
"POINT (-73.748962 40.601275)","14-09 Gateway Blvd","Queens","Generating",,,"40.601275","-73.748962","18TMP1185Q","N/A","Queens","Breezy Point","Complete","20CCSB140","320","480"
"POINT (-73.967917 40.714696)","Domino Waterfront Park","Brooklyn","Receiving","Brooklyn","Domino Site A","40.714696","-73.967917","14EHAN401K","17RHAN068K",,,"Completed","17CCSB083","8000","12,000"
,"Green Thumb","Bronx","Receiving","Brooklyn","Rheingold block 3152",,,"15CVCP072K","Parks",,,"Completed","16CCSB057","500","750"
"POINT (-73.858075 40.728102)","98-04 Queens Boulevard","Queens","Generating",,,"40.728102","-73.858075","19TMP1900Q","N/A","Brooklyn","Prospect Park","Completed","20CCSB134","60","90"
"POINT (-73.992578 40.767218)","540 West 53rd Street","Manhattan","Receiving","Queens","98-04 Queens Boulevard","40.767218","-73.992578","19TMP1900Q","15CVCP053M",,,"Completed","20CCSB138","360","540"
"POINT (-73.953576 40.718303)","215 North 10th Street","Brooklyn","Receiving","Queens","98-04 Queens Boulevard","40.718303","-73.953576","19TMP1900Q","N/A-BCP",,,"Completed","20CCSB143","1300","1,950"
"POINT (-73.921284 40.793212)","Wards Island","Manhattan","Receiving","Queens","2 Fulton Square","40.793212","-73.921284",,"OEM",,,"Completed","16CCSB066","500","750"
